Person,2007,2008,2009,2010,2011,2012,2013,2014
850531001,has job,has job,has job,has job,has job,has job,has job,has job
851000003,has job,has job,has job,has job,has job,no job,no job,6
851131001,has job,has job,has job,has job,has job,has job,has job,has job
8511000013,has job,has job,has job,has job,has job,has job,has job,6
851241002,has job,has job,has job,has job,has job,has job,has job,has job
851200005,has job,has job,has job,has job,has job,has job,no job,no job
851200071,no job,has job,has job,has job,has job,has job,has job,has job
851200081,no job,no job,no job,no job,no job,no job,no job,has job
851241001,has job,has job,has job,has job,has job,has job,has job,has job
851242001,has job,has job,has job,has job,has job,has job,has job,6
851400002,no job,no job,no job,no job,no job,no job,no job,6
851600009,has job,has job,has job,has job,has job,has job,has job,6
851700002,no job,no job,no job,no job,has job,has job,has job,6
851922001,has job,has job,has job,has job,has job,has job,has job,has job
852000003,no job,no job,no job,no job,has job,no job,has job,6
852000005,has job,has job,has job,has job,has job,has job,has job,6
860400005,no job,no job,no job,has job,has job,has job,no job,6
860400009,has job,has job,has job,has job,has job,has job,has job,6
860531002,has job,has job,has job,has job,has job,has job,has job,6
860500072,has job,has job,has job,has job,no job,no job,no job,6
8605000013,has job,has job,has job,has job,has job,has job,has job,6
860531001,has job,has job,has job,has job,has job,has job,has job,6
860500071,has job,has job,has job,has job,has job,has job,has job,6
860600001,has job,no job,no job,no job,no job,no job,no job,6
860600032,no job,no job,no job,no job,no job,no job,no job,no job
860600052,has job,has job,has job,has job,has job,has job,has job,6
860600031,has job,has job,has job,has job,has job,has job,has job,has job
860731002,has job,has job,has job,has job,has job,has job,has job,6
860731001,has job,has job,has job,has job,no job,no job,no job,6
861000001,no job,no job,has job,has job,has job,has job,has job,6
861000031,has job,has job,has job,no job,no job,no job,no job,6
861000041,has job,no job,no job,no job,no job,no job,no job,6
861000032,has job,has job,has job,has job,has job,has job,has job,6
861131001,has job,has job,has job,has job,has job,has job,has job,6
861131006,has job,has job,has job,has job,has job,has job,has job,6
861241001,has job,has job,has job,has job,has job,has job,has job,has job
861241002,no job,no job,no job,no job,no job,no job,no job,no job
861400001,no job,no job,no job,no job,no job,no job,no job,has job
861441001,no job,has job,has job,has job,has job,has job,has job,6
861400004,has job,has job,has job,has job,has job,has job,has job,has job
861400005,no job,no job,no job,no job,no job,has job,has job,has job
861441003,has job,has job,has job,has job,has job,has job,has job,6
861800005,has job,has job,has job,has job,has job,has job,has job,6
861832002,has job,has job,has job,has job,no job,has job,has job,6
861800008,has job,has job,has job,has job,has job,has job,has job,6
8618000012,has job,has job,has job,has job,has job,has job,has job,6
861832003,no job,no job,no job,has job,has job,has job,has job,6
861900001,has job,has job,has job,has job,has job,has job,no job,has job
861900002,no job,no job,no job,no job,has job,no job,no job,has job
861900003,no job,no job,no job,has job,has job,no job,has job,has job
861900005,no job,no job,no job,no job,no job,no job,has job,has job
861931002,no job,no job,no job,no job,no job,has job,has job,has job
862000003,no job,no job,no job,has job,has job,no job,has job,6
862000004,has job,has job,has job,has job,has job,has job,has job,6
862000006,has job,has job,has job,has job,has job,has job,has job,6
870141002,has job,has job,has job,has job,has job,has job,has job,6
870200001,has job,has job,has job,has job,has job,has job,has job,6
870200051,no job,has job,has job,has job,has job,has job,has job,6
870200006,no job,no job,has job,has job,has job,has job,has job,6
870231001,has job,has job,has job,has job,has job,has job,has job,has job
870222001,has job,has job,has job,has job,has job,has job,has job,6
870221002,has job,has job,has job,has job,has job,has job,has job,has job
870321001,has job,has job,has job,has job,has job,has job,no job,has job
870321003,no job,no job,no job,no job,no job,no job,has job,has job
870300007,no job,no job,no job,has job,no job,no job,no job,no job
870600001,has job,has job,has job,has job,no job,no job,no job,6
870600042,has job,has job,has job,has job,has job,has job,has job,6
870600005,no job,has job,has job,has job,has job,has job,has job,6
870600006,no job,no job,no job,has job,has job,has job,has job,6
870600041,no job,no job,has job,has job,has job,has job,has job,6
870700031,has job,has job,has job,has job,has job,has job,has job,6
870841002,has job,has job,has job,has job,has job,has job,has job,6
870841001,has job,has job,has job,has job,has job,has job,no job,6
871031001,has job,has job,has job,has job,has job,has job,has job,6
871021001,has job,has job,has job,has job,has job,has job,has job,has job
871400001,has job,has job,has job,has job,has job,has job,has job,has job
871400002,no job,no job,has job,has job,has job,has job,has job,has job
871400004,no job,no job,no job,no job,no job,no job,no job,has job
871631001,has job,has job,has job,has job,has job,has job,has job,6
871600006,has job,has job,has job,has job,has job,has job,has job,6
871600007,has job,has job,has job,has job,has job,no job,no job,6
871600009,no job,no job,no job,no job,no job,no job,no job,6
8716000011,no job,no job,no job,no job,no job,no job,no job,6
871611001,has job,has job,has job,has job,has job,has job,has job,has job
871631002,no job,no job,has job,has job,has job,has job,has job,6
871941001,has job,has job,has job,has job,has job,has job,has job,6
871941002,has job,has job,has job,no job,no job,no job,no job,6
872000011,has job,has job,no job,no job,no job,no job,no job,no job
872000002,has job,has job,has job,has job,has job,has job,has job,has job
872021002,has job,has job,has job,has job,has job,has job,has job,6
872000004,no job,no job,no job,no job,no job,no job,has job,has job
872000052,has job,has job,has job,has job,has job,has job,has job,has job
872000053,no job,no job,no job,no job,no job,no job,has job,has job
872021001,has job,has job,has job,has job,has job,has job,has job,6
880300004,has job,has job,has job,has job,has job,has job,has job,6
880300007,no job,has job,has job,has job,has job,has job,has job,6
880400001,has job,has job,has job,has job,has job,has job,has job,6
880400002,has job,has job,has job,has job,has job,has job,has job,6
880400003,no job,no job,no job,no job,has job,has job,has job,6
880400004,no job,no job,no job,no job,no job,no job,has job,6
880500001,has job,has job,has job,has job,has job,has job,has job,6
880500002,no job,no job,no job,no job,has job,has job,has job,6
880500003,has job,has job,has job,has job,has job,has job,has job,6
880500062,has job,has job,has job,has job,has job,has job,has job,6
880500007,has job,no job,has job,has job,has job,has job,has job,6
880500008,no job,no job,no job,no job,no job,has job,has job,6
880500009,no job,no job,no job,no job,no job,has job,has job,6
8805000010,no job,no job,no job,no job,no job,no job,no job,6
8805000012,has job,no job,no job,no job,no job,no job,has job,6
880600001,has job,has job,has job,has job,has job,has job,has job,6
880600002,has job,has job,has job,has job,has job,has job,has job,6
880621006,no job,no job,no job,no job,no job,no job,has job,6
880800001,has job,has job,has job,has job,has job,has job,has job,6
880800002,no job,no job,no job,has job,no job,no job,no job,6
880900001,has job,has job,has job,has job,has job,has job,has job,6
881041002,has job,has job,has job,has job,has job,has job,has job,6
881021002,no job,has job,no job,no job,no job,no job,no job,no job
881042002,no job,no job,has job,no job,no job,has job,no job,has job
881021001,has job,has job,has job,has job,has job,has job,has job,has job
881021003,no job,no job,no job,no job,no job,has job,has job,no job
881041001,has job,has job,has job,has job,has job,has job,has job,6
881042001,has job,has job,has job,has job,has job,has job,has job,has job
881100005,has job,has job,has job,has job,has job,has job,has job,6
881100008,no job,no job,no job,no job,has job,has job,has job,6
881100061,no job,no job,no job,no job,no job,no job,no job,no job
881300002,has job,has job,no job,no job,no job,no job,no job,6
881341001,has job,has job,has job,has job,has job,has job,has job,6
881341003,no job,no job,no job,no job,no job,no job,no job,6
881411001,no job,no job,no job,has job,has job,has job,has job,has job
881400004,has job,has job,has job,has job,has job,has job,has job,6
881400007,no job,no job,has job,no job,no job,no job,no job,6
881600002,has job,has job,has job,has job,has job,has job,has job,6
881600052,no job,no job,has job,has job,no job,no job,no job,no job
881600006,no job,no job,no job,no job,has job,no job,has job,6
881731001,has job,has job,has job,has job,has job,has job,has job,6
881700062,has job,has job,no job,no job,no job,has job,has job,6
881700082,no job,no job,no job,has job,no job,no job,has job,6
881700009,has job,has job,has job,has job,has job,has job,has job,6
881731002,has job,has job,has job,has job,has job,has job,has job,6
881731031,no job,no job,no job,no job,no job,no job,no job,no job
881700061,has job,has job,has job,has job,has job,has job,has job,6
881800001,no job,has job,has job,has job,has job,has job,has job,6
881900021,has job,has job,has job,has job,has job,has job,has job,6
881900004,has job,has job,has job,has job,has job,has job,has job,6
881900052,no job,no job,no job,no job,no job,has job,no job,6
881900051,has job,no job,has job,has job,has job,has job,has job,6
881941002,has job,has job,no job,no job,no job,no job,no job,no job
881900022,no job,no job,no job,no job,no job,no job,no job,6
882000001,has job,has job,has job,has job,has job,has job,has job,6
882000002,no job,has job,has job,has job,has job,has job,has job,6
882000091,no job,no job,no job,no job,no job,no job,no job,has job
882041004,no job,no job,no job,no job,no job,has job,has job,6
890400001,has job,has job,has job,has job,no job,no job,no job,6
890400002,no job,no job,no job,no job,no job,no job,no job,6
