hhid_pid,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
199060000.00-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,60 - 2 - 34 - 62
199093100.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 - 16 - 73 - 62,20 - 16 - 73 - 62,20 - 16 - 73 - 62,20 - 16 - 73 - 62,20 - 16 - 73 - 62,20 - 16 - 73 - 62
199093100.00-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 - 16 - 73 - 62,20 - 16 - 73 - 62,20 - 16 - 73 - 62,20 - 16 - 73 - 62,20 - 16 - 73 - 62,20 - 16 - 73 - 62
199120003.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 2 - 34 - 62,70 - 2 - 34 - 62,70 - 2 - 34 - 62,70 - 2 - 34 - 62,70 - 2 - 34 - 62,70 - 2 - 34 - 62
199120003.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 2 - 34 - 62,70 - 2 - 34 - 62,70 - 2 - 34 - 62,70 - 2 - 34 - 62,70 - 2 - 34 - 62,70 - 2 - 34 - 62
199120008.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 - 8 - 33 - 62,190 - 18 - 33 - 62,190 - 18 - 33 - 62
199130000.00-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 2 - 34 - 62
199154200.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,160 - 2 - 34 - 62,160 - 2 - 34 - 62,160 - 2 - 34 - 62,160 - 2 - 34 - 62,160 - 2 - 34 - 62,160 - 2 - 34 - 62
199174100.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 - 27 - 35 - 62,30 - 27 - 35 - 62,30 - 27 - 35 - 62,30 - 27 - 35 - 62,30 - 27 - 35 - 62,30 - 27 - 35 - 62
199183100.00-1,30 - 71 - 36 - 62,30 - 71 - 36 - 62,30 - 71 - 36 - 62,30 - 71 - 36 - 62,30 - 71 - 36 - 62,30 - 71 - 36 - 62,30 - 71 - 36 - 62,30 - 71 - 36 - 62,50 - 75 - 32 - 62,50 - 75 - 32 - 62,50 - 75 - 32 - 62,50 - 75 - 32 - 62,50 - 75 - 32 - 62,50 - 75 - 32 - 62,50 - 75 - 32 - 62
199200000.00-5,60 - 2 - 34 - 62,60 - 2 - 34 - 62,60 - 2 - 34 - 62,60 - 2 - 34 - 62,60 - 2 - 34 - 62,60 - 2 - 34 - 62,60 - 2 - 34 - 62,60 - 2 - 34 - 62,60 - 2 - 34 - 62,60 - 2 - 34 - 62,60 - 2 - 34 - 62,60 - 2 - 34 - 62,60 - 2 - 34 - 62,60 - 2 - 34 - 62,60 - 2 - 34 - 62
199200000.00-10,50 - 25 - 33 - 62,50 - 25 - 33 - 62,50 - 25 - 33 - 62,50 - 25 - 33 - 62,50 - 25 - 33 - 62,50 - 25 - 33 - 62,50 - 25 - 33 - 62,50 - 25 - 33 - 62,50 - 25 - 33 - 62,50 - 25 - 33 - 62,50 - 25 - 33 - 62,50 - 25 - 33 - 62,50 - 25 - 33 - 62,60 - 2 - 34 - 62,60 - 2 - 34 - 62
199200000.00-11,50 - 25 - 33 - 62,50 - 25 - 33 - 62,50 - 25 - 33 - 62,50 - 25 - 33 - 62,50 - 25 - 33 - 62,50 - 25 - 33 - 62,50 - 25 - 33 - 62,50 - 25 - 33 - 62,50 - 25 - 33 - 62,50 - 25 - 33 - 62,50 - 25 - 33 - 62,50 - 25 - 33 - 62,50 - 25 - 33 - 62,60 - 2 - 34 - 62,60 - 2 - 34 - 62
200020005.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62
200023100.00-4,NA,NA,NA,NA,NA,NA,NA,NA,190 - 1 - 32 - 62,190 - 1 - 32 - 62,190 - 1 - 32 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62
200030000.00-3,NA,NA,NA,NA,NA,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62
200030000.00-6,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,80 - 2 - 34 - 62,80 - 2 - 34 - 62
200030004.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140 - 2 - 34 - 62,140 - 2 - 34 - 62,140 - 2 - 34 - 62,140 - 2 - 34 - 62,140 - 2 - 34 - 62
200044100.00-1,NA,NA,NA,NA,NA,NA,NA,140 - 2 - 34 - 62,140 - 2 - 34 - 62,140 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62
200050004.00-1,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62
200050004.00-2,NA,NA,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62
200070000.00-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998 - 98 - 98 - 0,998 - 98 - 98 - 0,998 - 98 - 98 - 0,80 - 2 - 34 - 62
200103100.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,71 - 16 - 32 - 62,71 - 16 - 32 - 62,71 - 16 - 32 - 62,71 - 16 - 32 - 62,71 - 16 - 32 - 62,71 - 16 - 32 - 62
200103100.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,71 - 16 - 32 - 62,71 - 16 - 32 - 62,71 - 16 - 32 - 62,71 - 16 - 32 - 62,71 - 16 - 32 - 62,71 - 16 - 32 - 62
200113100.00-7,110 - 71 - 73 - 62,110 - 71 - 73 - 62,110 - 71 - 73 - 62,110 - 71 - 73 - 62,110 - 71 - 73 - 62,110 - 71 - 73 - 62,40 - 73 - 35 - 62,110 - 71 - 73 - 62,110 - 71 - 73 - 62,20 - 71 - 64 - 62,70 - 2 - 34 - 62,70 - 2 - 34 - 62,70 - 2 - 34 - 62,70 - 2 - 34 - 62,70 - 2 - 34 - 62
200113101.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62
200113101.00-2,70 - 2 - 34 - 62,70 - 2 - 34 - 62,70 - 2 - 34 - 62,70 - 2 - 34 - 62,70 - 2 - 34 - 62,70 - 2 - 34 - 62,70 - 2 - 34 - 62,70 - 2 - 34 - 62,70 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62
200120003.00-1,NA,NA,NA,NA,NA,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62
200120003.00-2,120 - 28 - 33 - 62,120 - 28 - 33 - 62,120 - 3 - 36 - 62,71 - 16 - 32 - 62,40 - 15 - 32 - 62,40 - 15 - 32 - 62,80 - 72 - 31 - 62,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,998 - 98 - 98 - 98,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62
200120004.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 - 76 - 32 - 62,80 - 2 - 34 - 62
200140003.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160 - 3 - 36 - 62,60 - 72 - 64 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62
200180000.00-5,80 - 2 - 34 - 62,20 - 3 - 33 - 62,20 - 3 - 33 - 62,20 - 3 - 33 - 62,20 - 3 - 33 - 62,20 - 3 - 33 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62
200190000.00-6,NA,NA,NA,NA,NA,NA,NA,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62
200200005.00-2,NA,NA,NA,NA,NA,NA,NA,NA,998 - 98 - 98 - 0,998 - 98 - 98 - 0,50 - 8 - 33 - 62,50 - 8 - 33 - 62,50 - 8 - 33 - 62,50 - 8 - 33 - 62,50 - 8 - 33 - 62
201010003.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62
201050004.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,60 - 4 - 34 - 62,60 - 4 - 34 - 62,60 - 4 - 34 - 62,60 - 4 - 34 - 62,60 - 4 - 34 - 62,60 - 4 - 34 - 62
201091100.00-1,NA,NA,NA,NA,NA,NA,NA,NA,40 - 72 - 31 - 62,40 - 72 - 31 - 62,40 - 72 - 31 - 62,40 - 72 - 31 - 62,250 - 7 - 35 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62
201091100.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,40 - 72 - 31 - 62,40 - 72 - 31 - 62,40 - 72 - 31 - 62,250 - 7 - 35 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62
201091100.00-6,NA,NA,NA,NA,NA,NA,NA,10 - 8 - 73 - 62,40 - 72 - 31 - 62,40 - 72 - 31 - 62,40 - 72 - 31 - 62,40 - 72 - 31 - 62,250 - 7 - 35 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62
201091100.00-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62,80 - 2 - 34 - 62
201094100.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40 - 72 - 31 - 62,40 - 72 - 31 - 62,40 - 72 - 31 - 62,40 - 72 - 31 - 62
201094100.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40 - 72 - 31 - 62,40 - 72 - 31 - 62,40 - 72 - 31 - 62,40 - 72 - 31 - 62
201120000.00-4,70 - 4 - 34 - 62,70 - 4 - 34 - 62,70 - 4 - 34 - 62,70 - 4 - 34 - 62,70 - 4 - 34 - 62,70 - 4 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62
201160005.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62
201170000.00-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 - 8 - 33 - 62,10 - 8 - 33 - 62,10 - 8 - 33 - 62,80 - 2 - 34 - 62
201174102.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50 - 71 - 34 - 62,50 - 71 - 34 - 62,50 - 71 - 34 - 62,50 - 71 - 34 - 62,50 - 71 - 34 - 62
201174102.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50 - 71 - 34 - 62,50 - 71 - 34 - 62,50 - 71 - 34 - 62,50 - 71 - 34 - 62
201174103.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 - 71 - 34 - 62,20 - 71 - 34 - 62,20 - 71 - 34 - 62,20 - 71 - 34 - 62,20 - 71 - 34 - 62
201174200.00-1,NA,NA,NA,NA,NA,NA,90 - 2 - 34 - 62,90 - 2 - 34 - 62,90 - 2 - 34 - 62,90 - 2 - 34 - 62,90 - 2 - 34 - 62,90 - 2 - 34 - 62,90 - 2 - 34 - 62,90 - 2 - 34 - 62,90 - 2 - 34 - 62
201210001.00-2,998 - 98 - 11 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62
201220000.00-10,70 - 4 - 34 - 62,40 - 4 - 34 - 62,40 - 4 - 34 - 62,40 - 4 - 34 - 62,40 - 4 - 34 - 62,40 - 4 - 34 - 62,40 - 4 - 34 - 62,40 - 4 - 34 - 62,40 - 4 - 34 - 62,40 - 4 - 34 - 62,40 - 4 - 34 - 62,40 - 4 - 34 - 62,40 - 4 - 34 - 62,40 - 4 - 34 - 62,80 - 2 - 34 - 62
201220007.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110 - 2 - 34 - 62,110 - 2 - 34 - 62,110 - 2 - 34 - 62,110 - 2 - 34 - 62
201240000.00-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,998 - 2 - 52 - 62,998 - 2 - 52 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62
201240004.00-2,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62,80 - 2 - 34 - 62
201260003.00-1,90 - 15 - 32 - 62,90 - 15 - 32 - 62,90 - 15 - 32 - 62,90 - 15 - 32 - 62,90 - 15 - 32 - 62,90 - 15 - 32 - 62,90 - 15 - 32 - 62,90 - 15 - 32 - 62,90 - 15 - 32 - 62,90 - 15 - 32 - 62,90 - 15 - 32 - 62,90 - 15 - 32 - 62,90 - 15 - 32 - 62,90 - 15 - 32 - 62,90 - 15 - 32 - 62
201300004.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50 - 72 - 31 - 62,50 - 72 - 31 - 62,50 - 72 - 31 - 62,50 - 72 - 31 - 62
202010003.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80 - 4 - 34 - 62,80 - 4 - 34 - 62,80 - 4 - 34 - 62
202030005.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120 - 2 - 34 - 62
202080003.00-2,NA,NA,NA,NA,NA,NA,NA,NA,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62
202100000.00-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191 - 4 - 32 - 62,191 - 4 - 32 - 62,191 - 4 - 32 - 62
202100000.00-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191 - 4 - 32 - 62,191 - 4 - 32 - 62,191 - 4 - 32 - 62
202120003.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202133100.00-1,20 - 3 - 51 - 62,20 - 3 - 51 - 62,20 - 3 - 51 - 62,20 - 3 - 51 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62
202133100.00-2,20 - 3 - 51 - 62,20 - 3 - 51 - 62,20 - 3 - 51 - 62,20 - 3 - 51 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62
202133200.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120 - 2 - 34 - 62
202133200.00-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120 - 2 - 34 - 62
202140002.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62
202140004.00-1,NA,NA,NA,NA,NA,NA,NA,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62
202160000.00-5,160 - 7 - 35 - 62,160 - 7 - 35 - 62,160 - 7 - 35 - 62,160 - 7 - 35 - 62,160 - 7 - 35 - 62,160 - 7 - 35 - 62,160 - 7 - 35 - 62,160 - 7 - 35 - 62,160 - 7 - 35 - 62,160 - 7 - 35 - 62,998 - 71 - 21 - 62,160 - 7 - 35 - 62,160 - 7 - 35 - 62,160 - 7 - 35 - 62,120 - 2 - 34 - 62
202160000.00-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62
202160004.00-3,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62
202170005.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120 - 2 - 34 - 62
202170007.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 2 - 34 - 62
202170007.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21 - 2 - 62 - 62,21 - 2 - 62 - 62,70 - 2 - 34 - 62
202180003.00-2,NA,NA,NA,NA,NA,NA,NA,NA,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62
202180008.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62
202190004.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,50 - 71 - 34 - 62,50 - 71 - 34 - 62,50 - 71 - 34 - 62,50 - 71 - 34 - 62,50 - 71 - 34 - 62,50 - 71 - 34 - 62
202200004.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62
202203100.00-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62
202203100.00-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130 - 2 - 34 - 62,120 - 2 - 34 - 62
203020000.00-1,NA,NA,NA,NA,NA,NA,NA,NA,998 - 98 - 98 - 98,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62
203020004.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62
203020005.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40 - 71 - 34 - 62,40 - 71 - 34 - 62
203034100.00-1,NA,NA,NA,NA,NA,NA,NA,90 - 10 - 33 - 62,90 - 10 - 33 - 62,90 - 10 - 33 - 62,90 - 10 - 33 - 62,90 - 10 - 33 - 62,90 - 10 - 33 - 62,90 - 10 - 33 - 62,90 - 10 - 33 - 62
203034100.00-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,998 - 16 - 32 - 62,90 - 10 - 33 - 62,90 - 10 - 33 - 62,90 - 10 - 33 - 62,90 - 10 - 33 - 62,90 - 10 - 33 - 62
203040004.00-2,NA,10 - 71 - 34 - 62,10 - 71 - 34 - 62,10 - 71 - 34 - 62,10 - 71 - 34 - 62,10 - 71 - 34 - 62,10 - 71 - 34 - 62,10 - 71 - 34 - 62,10 - 71 - 34 - 62,10 - 71 - 34 - 62,10 - 71 - 34 - 62,10 - 71 - 34 - 62,10 - 71 - 34 - 62,10 - 71 - 34 - 62,10 - 71 - 34 - 62
203060000.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120 - 4 - 34 - 62,120 - 4 - 34 - 62
203060000.00-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120 - 4 - 34 - 62,120 - 4 - 34 - 62
203100009.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140 - 2 - 34 - 62,140 - 2 - 34 - 62,140 - 2 - 34 - 62,140 - 2 - 34 - 62
203103103.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90 - 4 - 34 - 62,90 - 4 - 34 - 62,110 - 2 - 34 - 62,110 - 2 - 34 - 62
203103104.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90 - 4 - 34 - 62,90 - 4 - 34 - 62,90 - 4 - 34 - 62
203110000.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30 - 3 - 34 - 62
203110000.00-5,998 - 71 - 14 - 62,998 - 71 - 14 - 62,998 - 71 - 14 - 62,998 - 71 - 14 - 62,998 - 1 - 32 - 62,998 - 71 - 64 - 62,50 - 71 - 34 - 62,50 - 71 - 34 - 62,50 - 71 - 34 - 62,50 - 71 - 34 - 62,30 - 3 - 34 - 62,30 - 3 - 34 - 62,30 - 3 - 34 - 62,30 - 3 - 34 - 62,30 - 3 - 34 - 62
203110001.00-1,NA,NA,NA,NA,NA,22 - 71 - 91 - 62,22 - 71 - 91 - 62,22 - 71 - 91 - 62,22 - 71 - 91 - 62,22 - 71 - 91 - 62,22 - 71 - 91 - 62,22 - 71 - 91 - 62,22 - 71 - 91 - 62,22 - 71 - 91 - 62,22 - 71 - 91 - 62
203110001.00-2,998 - 98 - 32 - 62,998 - 98 - 32 - 62,998 - 98 - 32 - 62,998 - 98 - 32 - 62,998 - 98 - 32 - 62,998 - 98 - 32 - 62,998 - 98 - 32 - 62,998 - 98 - 32 - 62,998 - 98 - 32 - 62,998 - 98 - 32 - 62,22 - 71 - 91 - 62,22 - 71 - 91 - 62,22 - 71 - 91 - 62,22 - 71 - 91 - 62,22 - 71 - 91 - 62
203120005.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62
203144100.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,998 - 98 - 98 - 0,998 - 98 - 98 - 0,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62,120 - 2 - 34 - 62
203150000.00-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62
203170000.00-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62
203191104.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140 - 2 - 34 - 62,140 - 2 - 34 - 62,140 - 2 - 34 - 62,140 - 2 - 34 - 62,140 - 2 - 34 - 62
203200000.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62
203200001.00-1,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62,130 - 2 - 34 - 62,140 - 71 - 34 - 62,31 - 71 - 74 - 62,31 - 71 - 74 - 62,10 - 71 - 74 - 62,10 - 71 - 74 - 62,14 - 71 - 74 - 62,150 - 15 - 35 - 62,130 - 15 - 35 - 62,130 - 15 - 35 - 62
203200006.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70 - 4 - 34 - 62,70 - 4 - 34 - 62
204010008.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230 - 73 - 32 - 62,230 - 73 - 32 - 62,230 - 73 - 32 - 62
204040003.00-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50 - 4 - 34 - 62,110 - 2 - 34 - 62,110 - 2 - 34 - 62
204040003.00-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140 - 2 - 34 - 62,110 - 2 - 34 - 62,110 - 2 - 34 - 62
